"1D.pop.Benf" "1D.pop.MAD" "2D.geo.Benf" "2D.geo.MAD" "3D.socgeo.Benf" "3D.socgeo.MAD" "scenario"
"279" "Acceptable conformity" 0.00137 "Marginally acceptable conformity" 0.00205 "Nonconformity" 0.00303 2
"280" "Acceptable conformity" 0.00146 "Marginally acceptable conformity" 0.00191 "Nonconformity" 0.00287 2
"281" "Close conformity" 0.00107 "Marginally acceptable conformity" 0.00208 "Nonconformity" 0.00323 2
"282" "Acceptable conformity" 0.00134 "Marginally acceptable conformity" 0.00197 "Nonconformity" 0.00309 2
"283" "Acceptable conformity" 0.00148 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.00314 2
"284" "Acceptable conformity" 0.00151 "Marginally acceptable conformity" 0.00189 "Nonconformity" 0.00284 2
"285" "Acceptable conformity" 0.00134 "Marginally acceptable conformity" 0.002 "Nonconformity" 0.00327 2
"286" "Acceptable conformity" 0.00139 "Marginally acceptable conformity" 0.00187 "Nonconformity" 0.00299 2
"287" "Acceptable conformity" 0.00133 "Acceptable conformity" 0.00179 "Nonconformity" 0.00325 2
"288" "Acceptable conformity" 0.00126 "Marginally acceptable conformity" 0.00189 "Nonconformity" 0.00302 2
"289" "Acceptable conformity" 0.00143 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.00302 2
"290" "Close conformity" 0.00105 "Marginally acceptable conformity" 0.00198 "Nonconformity" 0.00307 2
"291" "Acceptable conformity" 0.00158 "Marginally acceptable conformity" 0.00205 "Nonconformity" 0.00302 2
"292" "Acceptable conformity" 0.00125 "Marginally acceptable conformity" 0.00203 "Nonconformity" 0.00321 2
"293" "Acceptable conformity" 0.00127 "Marginally acceptable conformity" 0.00185 "Nonconformity" 0.00304 2
"294" "Acceptable conformity" 0.00128 "Marginally acceptable conformity" 0.00198 "Nonconformity" 0.00318 2
"295" "Acceptable conformity" 0.00148 "Marginally acceptable conformity" 0.00192 "Nonconformity" 0.00303 2
"296" "Close conformity" 0.00105 "Marginally acceptable conformity" 0.00191 "Nonconformity" 0.00302 2
"297" "Acceptable conformity" 0.00123 "Marginally acceptable conformity" 0.00197 "Nonconformity" 0.00286 2
"298" "Acceptable conformity" 0.00146 "Marginally acceptable conformity" 0.00187 "Nonconformity" 0.00304 2
"299" "Acceptable conformity" 0.00125 "Marginally acceptable conformity" 0.00189 "Nonconformity" 0.00279 2
"300" "Acceptable conformity" 0.00121 "Marginally acceptable conformity" 0.00206 "Nonconformity" 0.00318 2
"301" "Close conformity" 0.00112 "Acceptable conformity" 0.00168 "Nonconformity" 0.003 2
"302" "Acceptable conformity" 0.00125 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.00307 2
"303" "Acceptable conformity" 0.00135 "Marginally acceptable conformity" 0.002 "Nonconformity" 0.003 2
"304" "Close conformity" 0.00119 "Marginally acceptable conformity" 0.00184 "Nonconformity" 0.00295 2
"305" "Acceptable conformity" 0.00164 "Acceptable conformity" 0.0018 "Nonconformity" 0.00281 2
"306" "Acceptable conformity" 0.00127 "Marginally acceptable conformity" 0.00201 "Nonconformity" 0.00312 2
"307" "Acceptable conformity" 0.00141 "Marginally acceptable conformity" 0.00193 "Nonconformity" 0.00315 2
"308" "Close conformity" 0.00105 "Marginally acceptable conformity" 0.0019 "Nonconformity" 0.00308 2
"309" "Acceptable conformity" 0.00138 "Marginally acceptable conformity" 0.00181 "Nonconformity" 0.00322 2
"310" "Acceptable conformity" 0.0013 "Marginally acceptable conformity" 0.00196 "Nonconformity" 0.00293 2
"311" "Close conformity" 0.00118 "Marginally acceptable conformity" 0.00204 "Nonconformity" 0.00313 2
"312" "Acceptable conformity" 0.00122 "Marginally acceptable conformity" 0.00201 "Nonconformity" 0.00314 2
"313" "Close conformity" 0.00114 "Marginally acceptable conformity" 0.00197 "Nonconformity" 0.00293 2
"314" "Acceptable conformity" 0.0014 "Marginally acceptable conformity" 0.00192 "Nonconformity" 0.0029 2
"315" "Close conformity" 0.00111 "Marginally acceptable conformity" 0.00184 "Nonconformity" 0.00293 2
"316" "Acceptable conformity" 0.00139 "Marginally acceptable conformity" 0.00196 "Nonconformity" 0.00294 2
"317" "Acceptable conformity" 0.0012 "Marginally acceptable conformity" 0.00191 "Nonconformity" 0.00312 2
"318" "Acceptable conformity" 0.00154 "Acceptable conformity" 0.00176 "Nonconformity" 0.00304 2
"319" "Close conformity" 0.00108 "Marginally acceptable conformity" 0.00193 "Nonconformity" 0.00333 2
"320" "Acceptable conformity" 0.00123 "Acceptable conformity" 0.00176 "Nonconformity" 0.00294 2
"321" "Acceptable conformity" 0.00121 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.00312 2
"322" "Acceptable conformity" 0.00134 "Acceptable conformity" 0.00177 "Nonconformity" 0.0029 2
"323" "Acceptable conformity" 0.00149 "Marginally acceptable conformity" 0.00199 "Nonconformity" 0.0032 2
"324" "Acceptable conformity" 0.00131 "Marginally acceptable conformity" 0.00198 "Nonconformity" 0.00321 2
"325" "Acceptable conformity" 0.00147 "Marginally acceptable conformity" 0.00202 "Nonconformity" 0.00325 2
"326" "Acceptable conformity" 0.00169 "Marginally acceptable conformity" 0.00183 "Nonconformity" 0.00303 2
"327" "Acceptable conformity" 0.00122 "Marginally acceptable conformity" 0.00207 "Nonconformity" 0.00299 2
"328" "Close conformity" 0.00107 "Marginally acceptable conformity" 0.00188 "Nonconformity" 0.0031 2
"329" "Close conformity" 0.0011 "Marginally acceptable conformity" 0.00191 "Nonconformity" 0.00324 2
"330" "Close conformity" 0.00075 "Marginally acceptable conformity" 0.00203 "Nonconformity" 0.00326 2
"331" "Acceptable conformity" 0.0012 "Marginally acceptable conformity" 0.00196 "Nonconformity" 0.003 2
"332" "Acceptable conformity" 0.00145 "Marginally acceptable conformity" 0.00201 "Nonconformity" 0.00324 2
"333" "Acceptable conformity" 0.00134 "Marginally acceptable conformity" 0.002 "Nonconformity" 0.00291 2
"334" "Close conformity" 0.00093 "Marginally acceptable conformity" 0.00198 "Nonconformity" 0.00299 2
"335" "Acceptable conformity" 0.00124 "Marginally acceptable conformity" 0.00188 "Nonconformity" 0.00303 2
"336" "Close conformity" 0.0012 "Marginally acceptable conformity" 0.00192 "Nonconformity" 0.00321 2
"337" "Acceptable conformity" 0.00134 "Marginally acceptable conformity" 0.00195 "Nonconformity" 0.00333 2
"338" "Acceptable conformity" 0.00149 "Marginally acceptable conformity" 0.00187 "Nonconformity" 0.00308 2
"339" "Acceptable conformity" 0.00126 "Marginally acceptable conformity" 0.00197 "Nonconformity" 0.00321 2
"340" "Acceptable conformity" 0.0014 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.0028 2
"341" "Acceptable conformity" 0.00144 "Marginally acceptable conformity" 0.00196 "Nonconformity" 0.00308 2
"342" "Close conformity" 0.00098 "Marginally acceptable conformity" 0.00184 "Nonconformity" 0.00291 2
"343" "Acceptable conformity" 0.00137 "Marginally acceptable conformity" 0.00193 "Nonconformity" 0.00297 2
"344" "Close conformity" 0.00105 "Marginally acceptable conformity" 0.00189 "Nonconformity" 0.00297 2
"345" "Close conformity" 0.00106 "Marginally acceptable conformity" 0.00185 "Nonconformity" 0.00305 2
"346" "Close conformity" 0.00106 "Marginally acceptable conformity" 0.002 "Nonconformity" 0.00315 2
"347" "Close conformity" 0.00112 "Marginally acceptable conformity" 0.00204 "Nonconformity" 0.00335 2
"348" "Acceptable conformity" 0.00141 "Acceptable conformity" 0.00178 "Nonconformity" 0.00298 2
"349" "Close conformity" 0.00102 "Marginally acceptable conformity" 0.00197 "Nonconformity" 0.00318 2
"350" "Acceptable conformity" 0.00127 "Marginally acceptable conformity" 0.00193 "Nonconformity" 0.00313 2
"351" "Acceptable conformity" 0.00155 "Marginally acceptable conformity" 0.00189 "Nonconformity" 0.00305 2
"352" "Close conformity" 0.00101 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.00343 2
"353" "Acceptable conformity" 0.00135 "Marginally acceptable conformity" 0.00206 "Nonconformity" 0.00341 2
"354" "Close conformity" 0.001 "Marginally acceptable conformity" 0.00195 "Nonconformity" 0.00335 2
"355" "Close conformity" 0.00094 "Marginally acceptable conformity" 0.0019 "Nonconformity" 0.00329 2
"356" "Close conformity" 0.00113 "Marginally acceptable conformity" 0.00192 "Nonconformity" 0.00302 2
"357" "Close conformity" 0.00116 "Marginally acceptable conformity" 0.00186 "Nonconformity" 0.00307 2
"358" "Close conformity" 0.00101 "Marginally acceptable conformity" 0.00195 "Nonconformity" 0.00297 2
"359" "Acceptable conformity" 0.00142 "Marginally acceptable conformity" 0.00183 "Nonconformity" 0.00289 2
"360" "Acceptable conformity" 0.00136 "Marginally acceptable conformity" 0.00204 "Nonconformity" 0.00316 2
"361" "Acceptable conformity" 0.00131 "Marginally acceptable conformity" 0.00199 "Nonconformity" 0.0032 2
"362" "Close conformity" 0.00114 "Marginally acceptable conformity" 0.00197 "Nonconformity" 0.003 2
"363" "Acceptable conformity" 0.00132 "Marginally acceptable conformity" 0.00195 "Nonconformity" 0.00299 2
"364" "Acceptable conformity" 0.00131 "Marginally acceptable conformity" 0.0019 "Nonconformity" 0.00306 2
"365" "Acceptable conformity" 0.00131 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.00292 2
"366" "Acceptable conformity" 0.00153 "Marginally acceptable conformity" 0.00196 "Nonconformity" 0.00312 2
"367" "Acceptable conformity" 0.00141 "Marginally acceptable conformity" 0.00189 "Nonconformity" 0.00266 2
"368" "Close conformity" 0.00109 "Marginally acceptable conformity" 0.00189 "Nonconformity" 0.00304 2
"369" "Close conformity" 0.00113 "Marginally acceptable conformity" 0.00199 "Nonconformity" 0.00307 2
"370" "Acceptable conformity" 0.0014 "Marginally acceptable conformity" 0.00197 "Nonconformity" 0.00287 2
"371" "Acceptable conformity" 0.0015 "Marginally acceptable conformity" 0.0019 "Nonconformity" 0.00296 2
"372" "Close conformity" 0.00101 "Marginally acceptable conformity" 0.00199 "Nonconformity" 0.00301 2
"373" "Close conformity" 0.00093 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.00317 2
"374" "Acceptable conformity" 0.00151 "Marginally acceptable conformity" 0.00196 "Nonconformity" 0.00308 2
"375" "Acceptable conformity" 0.00127 "Acceptable conformity" 0.00174 "Nonconformity" 0.003 2
"376" "Close conformity" 0.00119 "Marginally acceptable conformity" 0.00182 "Nonconformity" 0.0028 2
"377" "Acceptable conformity" 0.00164 "Marginally acceptable conformity" 0.00192 "Nonconformity" 0.00276 2
"378" "Close conformity" 0.0012 "Marginally acceptable conformity" 0.00201 "Nonconformity" 0.00322 2
"379" "Acceptable conformity" 0.0013 "Marginally acceptable conformity" 0.00198 "Nonconformity" 0.00313 2
"380" "Close conformity" 0.00112 "Acceptable conformity" 0.00173 "Nonconformity" 0.00311 2
"381" "Close conformity" 0.00115 "Marginally acceptable conformity" 0.00207 "Nonconformity" 0.00299 2
"382" "Acceptable conformity" 0.0014 "Marginally acceptable conformity" 0.00195 "Nonconformity" 0.00297 2
"383" "Acceptable conformity" 0.00162 "Marginally acceptable conformity" 0.00189 "Nonconformity" 0.0028 2
"384" "Acceptable conformity" 0.0012 "Marginally acceptable conformity" 0.00183 "Nonconformity" 0.00282 2
"385" "Acceptable conformity" 0.00152 "Marginally acceptable conformity" 0.00193 "Nonconformity" 0.00304 2
"386" "Acceptable conformity" 0.00139 "Marginally acceptable conformity" 0.00207 "Nonconformity" 0.00325 2
"387" "Close conformity" 0.00071 "Marginally acceptable conformity" 0.00196 "Nonconformity" 0.00321 2
"388" "Acceptable conformity" 0.00152 "Marginally acceptable conformity" 0.00203 "Nonconformity" 0.00284 2
"389" "Acceptable conformity" 0.00133 "Marginally acceptable conformity" 0.00195 "Nonconformity" 0.003 2
"390" "Close conformity" 0.00085 "Marginally acceptable conformity" 0.00182 "Nonconformity" 0.00299 2
"391" "Acceptable conformity" 0.00129 "Marginally acceptable conformity" 0.002 "Nonconformity" 0.00286 2
"392" "Marginally acceptable conformity" 0.00187 "Marginally acceptable conformity" 0.00205 "Nonconformity" 0.00321 2
"393" "Close conformity" 0.00097 "Marginally acceptable conformity" 0.00196 "Nonconformity" 0.00294 2
"394" "Close conformity" 0.00102 "Marginally acceptable conformity" 0.00205 "Nonconformity" 0.00304 2
"395" "Acceptable conformity" 0.00153 "Marginally acceptable conformity" 0.00201 "Nonconformity" 0.00307 2
"396" "Close conformity" 0.00084 "Marginally acceptable conformity" 0.00197 "Nonconformity" 0.00295 2
"397" "Acceptable conformity" 0.00159 "Marginally acceptable conformity" 0.00194 "Nonconformity" 0.00297 2
"398" "Acceptable conformity" 0.00127 "Marginally acceptable conformity" 0.00191 "Nonconformity" 0.00309 2
"399" "Acceptable conformity" 0.00123 "Marginally acceptable conformity" 0.0019 "Nonconformity" 0.00323 2
"400" "Close conformity" 0.00084 "Marginally acceptable conformity" 0.00201 "Nonconformity" 0.00316 2
"401" "Acceptable conformity" 0.00123 "Nonconformity" 0.0042 "Nonconformity" 0.00527 3
"402" "Close conformity" 0.00106 "Nonconformity" 0.00427 "Nonconformity" 0.00483 3
"403" "Acceptable conformity" 0.0012 "Nonconformity" 0.00417 "Nonconformity" 0.00493 3
"404" "Acceptable conformity" 0.00146 "Nonconformity" 0.00423 "Nonconformity" 0.00497 3
"405" "Close conformity" 0.00114 "Nonconformity" 0.00416 "Nonconformity" 0.00489 3
"406" "Acceptable conformity" 0.0014 "Nonconformity" 0.0042 "Nonconformity" 0.00499 3
"407" "Close conformity" 0.00113 "Nonconformity" 0.00434 "Nonconformity" 0.00486 3
"408" "Acceptable conformity" 0.00133 "Nonconformity" 0.00416 "Nonconformity" 0.00493 3
"409" "Close conformity" 0.00094 "Nonconformity" 0.00423 "Nonconformity" 0.00503 3
"410" "Acceptable conformity" 0.00134 "Nonconformity" 0.00417 "Nonconformity" 0.00487 3
"411" "Close conformity" 0.00111 "Nonconformity" 0.00428 "Nonconformity" 0.00493 3
"412" "Acceptable conformity" 0.00171 "Nonconformity" 0.0043 "Nonconformity" 0.00496 3
"413" "Acceptable conformity" 0.0014 "Nonconformity" 0.00418 "Nonconformity" 0.00501 3
"414" "Acceptable conformity" 0.00123 "Nonconformity" 0.00422 "Nonconformity" 0.00506 3
"415" "Acceptable conformity" 0.00157 "Nonconformity" 0.00422 "Nonconformity" 0.00502 3
"416" "Close conformity" 0.00115 "Nonconformity" 0.00437 "Nonconformity" 0.00523 3
"417" "Acceptable conformity" 0.00143 "Nonconformity" 0.00427 "Nonconformity" 0.00472 3
"418" "Acceptable conformity" 0.00125 "Nonconformity" 0.00415 "Nonconformity" 0.00482 3
"419" "Acceptable conformity" 0.00135 "Nonconformity" 0.00422 "Nonconformity" 0.00498 3
"420" "Acceptable conformity" 0.00152 "Nonconformity" 0.00429 "Nonconformity" 0.00517 3
"421" "Close conformity" 0.00116 "Nonconformity" 0.00411 "Nonconformity" 0.00477 3
"422" "Acceptable conformity" 0.00143 "Nonconformity" 0.00415 "Nonconformity" 0.00492 3
"423" "Acceptable conformity" 0.00153 "Nonconformity" 0.00414 "Nonconformity" 0.00513 3
"424" "Acceptable conformity" 0.00129 "Nonconformity" 0.00404 "Nonconformity" 0.00497 3
"425" "Acceptable conformity" 0.00126 "Nonconformity" 0.00412 "Nonconformity" 0.00511 3
"426" "Acceptable conformity" 0.00139 "Nonconformity" 0.00416 "Nonconformity" 0.00468 3
"427" "Acceptable conformity" 0.00146 "Nonconformity" 0.00415 "Nonconformity" 0.00502 3
"428" "Acceptable conformity" 0.0012 "Nonconformity" 0.00418 "Nonconformity" 0.00516 3
"429" "Close conformity" 0.00111 "Nonconformity" 0.0043 "Nonconformity" 0.00497 3
"430" "Acceptable conformity" 0.00132 "Nonconformity" 0.00403 "Nonconformity" 0.00478 3
"431" "Close conformity" 0.00114 "Nonconformity" 0.00422 "Nonconformity" 0.00489 3
"432" "Acceptable conformity" 0.00174 "Nonconformity" 0.00431 "Nonconformity" 0.00488 3
"433" "Acceptable conformity" 0.00128 "Nonconformity" 0.00429 "Nonconformity" 0.00522 3
"434" "Acceptable conformity" 0.00142 "Nonconformity" 0.0039 "Nonconformity" 0.00486 3
"435" "Close conformity" 0.00095 "Nonconformity" 0.00425 "Nonconformity" 0.00509 3
"436" "Acceptable conformity" 0.00124 "Nonconformity" 0.00417 "Nonconformity" 0.00488 3
"437" "Acceptable conformity" 0.00122 "Nonconformity" 0.00402 "Nonconformity" 0.00458 3
"438" "Acceptable conformity" 0.00151 "Nonconformity" 0.00405 "Nonconformity" 0.00493 3
"439" "Acceptable conformity" 0.00139 "Nonconformity" 0.00423 "Nonconformity" 0.00481 3
"440" "Close conformity" 0.00106 "Nonconformity" 0.00424 "Nonconformity" 0.00485 3
"441" "Acceptable conformity" 0.00136 "Nonconformity" 0.00429 "Nonconformity" 0.0048 3
"442" "Acceptable conformity" 0.00159 "Nonconformity" 0.00406 "Nonconformity" 0.00518 3
"443" "Close conformity" 0.00091 "Nonconformity" 0.0041 "Nonconformity" 0.00476 3
"444" "Acceptable conformity" 0.00142 "Nonconformity" 0.00425 "Nonconformity" 0.00503 3
"445" "Acceptable conformity" 0.00149 "Nonconformity" 0.00418 "Nonconformity" 0.0051 3
"446" "Acceptable conformity" 0.00128 "Nonconformity" 0.00422 "Nonconformity" 0.00472 3
"447" "Close conformity" 0.00114 "Nonconformity" 0.00419 "Nonconformity" 0.00481 3
"448" "Acceptable conformity" 0.00142 "Nonconformity" 0.00435 "Nonconformity" 0.00474 3
"449" "Acceptable conformity" 0.00143 "Nonconformity" 0.00426 "Nonconformity" 0.00496 3
"450" "Acceptable conformity" 0.00121 "Nonconformity" 0.00402 "Nonconformity" 0.00526 3
"451" "Acceptable conformity" 0.00177 "Nonconformity" 0.00407 "Nonconformity" 0.00484 3
"452" "Acceptable conformity" 0.00127 "Nonconformity" 0.00405 "Nonconformity" 0.00487 3
"453" "Close conformity" 0.00109 "Nonconformity" 0.00409 "Nonconformity" 0.00446 3
"454" "Acceptable conformity" 0.00146 "Nonconformity" 0.00415 "Nonconformity" 0.00498 3
"455" "Acceptable conformity" 0.00177 "Nonconformity" 0.00405 "Nonconformity" 0.00507 3
"456" "Acceptable conformity" 0.00126 "Nonconformity" 0.0041 "Nonconformity" 0.00491 3
"457" "Close conformity" 0.00101 "Nonconformity" 0.0042 "Nonconformity" 0.00501 3
"458" "Close conformity" 0.00119 "Nonconformity" 0.0041 "Nonconformity" 0.00501 3
"459" "Acceptable conformity" 0.00145 "Nonconformity" 0.00417 "Nonconformity" 0.00475 3
"460" "Close conformity" 0.00115 "Nonconformity" 0.00415 "Nonconformity" 0.00492 3
"461" "Close conformity" 0.00117 "Nonconformity" 0.00421 "Nonconformity" 0.00479 3
"462" "Close conformity" 0.00101 "Nonconformity" 0.00419 "Nonconformity" 0.00495 3
"463" "Close conformity" 0.00111 "Nonconformity" 0.00431 "Nonconformity" 0.00499 3
"464" "Close conformity" 0.00104 "Nonconformity" 0.00402 "Nonconformity" 0.00481 3
"465" "Close conformity" 0.00119 "Nonconformity" 0.00409 "Nonconformity" 0.00481 3
"466" "Acceptable conformity" 0.00123 "Nonconformity" 0.00429 "Nonconformity" 0.00488 3
"467" "Acceptable conformity" 0.00132 "Nonconformity" 0.004 "Nonconformity" 0.00512 3
"468" "Close conformity" 0.0012 "Nonconformity" 0.0041 "Nonconformity" 0.00494 3
"469" "Acceptable conformity" 0.00125 "Nonconformity" 0.00411 "Nonconformity" 0.00494 3
"470" "Acceptable conformity" 0.00152 "Nonconformity" 0.00429 "Nonconformity" 0.00498 3
"471" "Close conformity" 0.00113 "Nonconformity" 0.00423 "Nonconformity" 0.00491 3
"472" "Close conformity" 0.00108 "Nonconformity" 0.00413 "Nonconformity" 0.0047 3
"473" "Acceptable conformity" 0.00132 "Nonconformity" 0.00438 "Nonconformity" 0.00485 3
"474" "Acceptable conformity" 0.00151 "Nonconformity" 0.00414 "Nonconformity" 0.0049 3
"475" "Acceptable conformity" 0.00143 "Nonconformity" 0.00414 "Nonconformity" 0.00486 3
"476" "Close conformity" 0.00114 "Nonconformity" 0.00421 "Nonconformity" 0.0047 3
"477" "Close conformity" 0.00104 "Nonconformity" 0.00431 "Nonconformity" 0.00502 3
"478" "Acceptable conformity" 0.00141 "Nonconformity" 0.00418 "Nonconformity" 0.00496 3
"479" "Acceptable conformity" 0.00153 "Nonconformity" 0.00412 "Nonconformity" 0.00498 3
"480" "Close conformity" 0.00102 "Nonconformity" 0.00422 "Nonconformity" 0.00492 3
"481" "Acceptable conformity" 0.00123 "Nonconformity" 0.00425 "Nonconformity" 0.00503 3
"482" "Acceptable conformity" 0.00139 "Nonconformity" 0.00412 "Nonconformity" 0.00465 3
"483" "Close conformity" 0.00092 "Nonconformity" 0.0042 "Nonconformity" 0.00513 3
"484" "Acceptable conformity" 0.00129 "Nonconformity" 0.00411 "Nonconformity" 0.00479 3
"485" "Acceptable conformity" 0.00121 "Nonconformity" 0.00428 "Nonconformity" 0.00499 3
"486" "Close conformity" 0.00111 "Nonconformity" 0.00424 "Nonconformity" 0.00501 3
"487" "Acceptable conformity" 0.00149 "Nonconformity" 0.00402 "Nonconformity" 0.00485 3
"488" "Close conformity" 0.00117 "Nonconformity" 0.00441 "Nonconformity" 0.00489 3
"489" "Acceptable conformity" 0.00121 "Nonconformity" 0.00416 "Nonconformity" 0.00482 3
"490" "Acceptable conformity" 0.00127 "Nonconformity" 0.0042 "Nonconformity" 0.005 3
"491" "Acceptable conformity" 0.00133 "Nonconformity" 0.00413 "Nonconformity" 0.00496 3
"492" "Close conformity" 0.00119 "Nonconformity" 0.0042 "Nonconformity" 0.00511 3
"493" "Acceptable conformity" 0.00129 "Nonconformity" 0.00422 "Nonconformity" 0.0051 3
"494" "Close conformity" 0.00114 "Nonconformity" 0.00416 "Nonconformity" 0.00481 3
"495" "Acceptable conformity" 0.00125 "Nonconformity" 0.00412 "Nonconformity" 0.00457 3
"496" "Acceptable conformity" 0.00122 "Nonconformity" 0.00425 "Nonconformity" 0.00505 3
"497" "Acceptable conformity" 0.00124 "Nonconformity" 0.00428 "Nonconformity" 0.00506 3
"498" "Acceptable conformity" 0.00147 "Nonconformity" 0.00413 "Nonconformity" 0.00512 3
"499" "Acceptable conformity" 0.00122 "Nonconformity" 0.00421 "Nonconformity" 0.00479 3
"500" "Acceptable conformity" 0.00129 "Nonconformity" 0.00415 "Nonconformity" 0.00511 3
"501" "Acceptable conformity" 0.00122 "Nonconformity" 0.00417 "Nonconformity" 0.00498 3
"502" "Close conformity" 0.00117 "Nonconformity" 0.00424 "Nonconformity" 0.00481 3
"503" "Close conformity" 0.00118 "Nonconformity" 0.00414 "Nonconformity" 0.00452 3
"504" "Close conformity" 0.00118 "Nonconformity" 0.0042 "Nonconformity" 0.00514 3
"505" "Acceptable conformity" 0.00163 "Nonconformity" 0.00429 "Nonconformity" 0.00511 3
"506" "Acceptable conformity" 0.00139 "Nonconformity" 0.00415 "Nonconformity" 0.00505 3
"507" "Close conformity" 0.00109 "Nonconformity" 0.00417 "Nonconformity" 0.00465 3
"508" "Close conformity" 0.00103 "Nonconformity" 0.00404 "Nonconformity" 0.005 3
"509" "Acceptable conformity" 0.00122 "Nonconformity" 0.00421 "Nonconformity" 0.0047 3
"510" "Close conformity" 0.00098 "Nonconformity" 0.00412 "Nonconformity" 0.00506 3
"511" "Acceptable conformity" 0.00132 "Nonconformity" 0.00414 "Nonconformity" 0.00462 3
"512" "Acceptable conformity" 0.00142 "Nonconformity" 0.00403 "Nonconformity" 0.00528 3
"513" "Acceptable conformity" 0.0015 "Nonconformity" 0.00424 "Nonconformity" 0.0048 3
"514" "Close conformity" 0.00112 "Nonconformity" 0.00414 "Nonconformity" 0.0049 3
"515" "Acceptable conformity" 0.00136 "Nonconformity" 0.00423 "Nonconformity" 0.0051 3
"516" "Acceptable conformity" 0.00122 "Nonconformity" 0.00431 "Nonconformity" 0.00506 3
"517" "Close conformity" 0.00104 "Nonconformity" 0.00424 "Nonconformity" 0.00499 3
"518" "Acceptable conformity" 0.00121 "Nonconformity" 0.00421 "Nonconformity" 0.00508 3
"519" "Acceptable conformity" 0.00131 "Nonconformity" 0.00415 "Nonconformity" 0.00464 3
"520" "Acceptable conformity" 0.00175 "Nonconformity" 0.00411 "Nonconformity" 0.00495 3
"521" "Acceptable conformity" 0.00172 "Nonconformity" 0.0043 "Nonconformity" 0.00506 3
"522" "Acceptable conformity" 0.00145 "Nonconformity" 0.00436 "Nonconformity" 0.00516 3
"523" "Acceptable conformity" 0.00127 "Nonconformity" 0.00421 "Nonconformity" 0.00511 3
"524" "Acceptable conformity" 0.00127 "Nonconformity" 0.00417 "Nonconformity" 0.00496 3
"525" "Acceptable conformity" 0.00165 "Nonconformity" 0.00417 "Nonconformity" 0.00501 3
"526" "Acceptable conformity" 0.00141 "Nonconformity" 0.00404 "Nonconformity" 0.00498 3
"527" "Acceptable conformity" 0.00144 "Nonconformity" 0.00442 "Nonconformity" 0.00487 3
"528" "Acceptable conformity" 0.00134 "Nonconformity" 0.0043 "Nonconformity" 0.0049 3
"529" "Acceptable conformity" 0.0015 "Nonconformity" 0.00425 "Nonconformity" 0.00472 3
"530" "Acceptable conformity" 0.00137 "Nonconformity" 0.00409 "Nonconformity" 0.00508 3
"531" "Acceptable conformity" 0.00141 "Nonconformity" 0.00416 "Nonconformity" 0.00476 3
"532" "Close conformity" 0.00107 "Nonconformity" 0.00425 "Nonconformity" 0.00498 3
"533" "Acceptable conformity" 0.00128 "Nonconformity" 0.00415 "Nonconformity" 0.00474 3
"534" "Acceptable conformity" 0.00145 "Nonconformity" 0.00411 "Nonconformity" 0.00454 3
"535" "Acceptable conformity" 0.0012 "Nonconformity" 0.00432 "Nonconformity" 0.00485 3
"536" "Close conformity" 0.00082 "Nonconformity" 0.00427 "Nonconformity" 0.00516 3
"537" "Acceptable conformity" 0.00121 "Nonconformity" 0.00417 "Nonconformity" 0.00514 3
"538" "Acceptable conformity" 0.00126 "Nonconformity" 0.00409 "Nonconformity" 0.00488 3
"539" "Close conformity" 0.00111 "Nonconformity" 0.00412 "Nonconformity" 0.00501 3
"540" "Close conformity" 0.00092 "Nonconformity" 0.00426 "Nonconformity" 0.00495 3
"541" "Acceptable conformity" 0.00151 "Nonconformity" 0.00414 "Nonconformity" 0.00475 3
"542" "Close conformity" 0.00064 "Nonconformity" 0.00428 "Nonconformity" 0.00483 3
"543" "Acceptable conformity" 0.00123 "Nonconformity" 0.00414 "Nonconformity" 0.005 3
"544" "Acceptable conformity" 0.00134 "Nonconformity" 0.00419 "Nonconformity" 0.00522 3
"545" "Acceptable conformity" 0.00128 "Nonconformity" 0.00429 "Nonconformity" 0.00483 3
"546" "Close conformity" 0.00094 "Nonconformity" 0.00418 "Nonconformity" 0.00486 3
"547" "Close conformity" 0.00086 "Nonconformity" 0.00433 "Nonconformity" 0.00494 3
"548" "Acceptable conformity" 0.00176 "Nonconformity" 0.00405 "Nonconformity" 0.00506 3
"549" "Close conformity" 0.00111 "Nonconformity" 0.00428 "Nonconformity" 0.00485 3
"550" "Acceptable conformity" 0.00125 "Nonconformity" 0.00411 "Nonconformity" 0.0047 3
"551" "Close conformity" 0.00105 "Nonconformity" 0.00424 "Nonconformity" 0.00492 3
"552" "Acceptable conformity" 0.00164 "Nonconformity" 0.00416 "Nonconformity" 0.00504 3
"553" "Acceptable conformity" 0.00129 "Nonconformity" 0.00406 "Nonconformity" 0.00467 3
"554" "Close conformity" 0.00113 "Nonconformity" 0.00428 "Nonconformity" 0.0049 3
"555" "Acceptable conformity" 0.00125 "Nonconformity" 0.0043 "Nonconformity" 0.00523 3
"556" "Acceptable conformity" 0.00156 "Nonconformity" 0.00418 "Nonconformity" 0.00482 3
